Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
cat5e poe cable,29,29,320,15,0.84,https://cctvfactory.com/100-feet-high-speed-ethernet-network-cable-for-ip-poe-camera-cat5-pre-made/,0,0,0,0.23,191,"23, 23, 12, 19, 44, 54, 7, 10, 100, 81, 100, 5",2026-07-31 06:16:55,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
camera ip dvr,17,17,50,,1.04,https://cctvfactory.com/security-camera-recorder/ip-hd-cameras-nvr/ip-hd-cameras/,0,0,0,0.77,193,"0, 0, 0, 0, 50, 64, 64, 0, 78, 50, 78, 100",2026-07-20 21:26:46,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
camera ip dvr,18,18,50,,1.04,https://cctvfactory.com/security-camera-recorder/ip-hd-cameras-nvr/ip-hd-cameras/,0,0,0,0.77,193,"0, 0, 0, 0, 50, 64, 64, 0, 78, 50, 78, 100",2026-07-20 21:26:46,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
eternal living drone with hd camera,58,58,110,22,0.3,https://cctvfactory.com/ahd-megapixels-720p-analog-960h-ntsc-pal-switchable-with-3-6mm-wide-angle-lens-24-leds-night-vision-weatherproof-dome-camera-white/,0,0,0,0.98,149,"52, 52, 42, 66, 52, 100, 52, 100, 33, 14, 23, 66",2026-07-31 12:58:09,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
24 to 12v converter,44,44,140,3,0.64,https://cctvfactory.com/power-converter-convert-24vac-to-12vdc/,0,0,0,1,194,"21, 5, 14, 0, 4, 3, 1, 1, 39, 0, 0, 72",2026-07-19 05:36:13,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
security camera that can read license plates,79,79,50,14,2.1,https://cctvfactory.com/license-plate-reader-camera/,0,0,0,1,118,"2, 1, 2, 2, 1, 4, 2, 5, 1, 0, 2, 1",2026-07-07 15:02:30,"Sitelinks, Reviews, Video, Ads top, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
2160/8,62,62,70,15,0.36,https://cctvfactory.com/security-camera-recorder/xvi-hd-cameras-cvi-tvi-ahd/8-megapixels-4k-uhd-2160p-3840-x-2160/,0,0,0,0.14,0,"0, 0, 0, 0, 0, 0, 7, 0, 24, 0, 0, 5",2026-08-17 21:58:55,"Instant answer, Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
alpr watch,61,61,50,,0,https://cctvfactory.com/license-plate-reader-camera/,0,0,0,0.01,197,"0, 0, 0, 0, 0, 0, 0, 100, 100, 19, 42, 15",2026-07-12 15:05:07,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
industrial cctv systems,67,67,50,29,28.86,https://cctvfactory.com/,0,0,0,0.67,181,"63, 27, 100, 63, 18, 27, 18, 18, 18, 63, 81, 81",2026-08-09 04:05:58,"Local pack, Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
m cctv,26,28,40,16,2.54,https://cctvfactory.com/,0,0,0,0.87,213,"14, 14, 14, 14, 14, 14, 100, 14, 14, 14, 14, 100",2026-08-18 19:57:14,"Image pack, Sitelinks, Reviews, Video, People also ask, Popular products, Related searches, AI overview",informational,Organic
m cctv,29,28,40,16,2.54,https://cctvfactory.com/,0,0,0,0.87,213,"14, 14, 14, 14, 14, 14, 100, 14, 14, 14, 14, 100",2026-08-18 19:57:14,"Image pack, Sitelinks, Reviews, Video, People also ask, Popular products, Related searches, AI overview",informational,Organic
